power,voltage,current,label
1.0978437597441977,230,0.004788685598005199,Walkie Talkie
16.459758317570035,231,0.07048890838615637,LED Bulb
1573.6395359465328,231,6.850422795450783,Water Heater
1.8075267087789013,231,0.007816487902308721,Walkie Talkie
1836.5935391078654,231,7.9413817535313775,Water Heater
374.44776788881165,231,1.6300239516430484,Computer
0.8443532839866252,229,0.003718002645019566,Idle
171.85707534855078,229,0.7540509008929466,TV
154.26225309200538,230,0.6793989830706892,TV
213.47011169658256,229,0.9415047653538603,TV
1753.117887489179,230,7.609721388727329,Water Heater
137.7244303742945,231,0.5914710518743971,Ceiling Fan
211.6902757054863,232,0.9219046981191477,TV
51.883874959531845,229,0.22572383271133933,Incandescent Bulb
2.4234585241528417,230,0.010515296166558531,Walkie Talkie
170.7836132140749,231,0.7468823142466487,TV
126.85861117341302,231,0.5466676902758164,Ceiling Fan
13.121000430209957,229,0.05689539466800662,Microwave
374.68898785172274,231,1.6237383022259129,Computer
50.891194433717345,229,0.22421455374823213,Incandescent Bulb
0.88040605857021,231,0.0037646843158575644,Idle
56.8828007516577,231,0.2477704472445457,Incandescent Bulb
165.90448923414252,230,0.7192569659362138,Ceiling Fan
722.3727917957859,229,3.160677397036422,Microwave
2272.273519349673,230,9.78467313349024,Water Heater
398.5432176702723,229,1.7196754781919095,Computer
4.072086760674839,229,0.017829700913320513,Walkie Talkie
17.46952767214738,230,0.0749522640862667,LED Bulb
413.9620915501079,230,1.77832949798186,Computer
2661.535425157351,229,11.577557919745082,Water Heater
3.775737632202219,231,0.016438669526114086,Walkie Talkie
161.5874784449675,231,0.6900856506282302,TV
0.9753665123200014,231,0.004211171536504298,Idle
2529.445323026067,231,10.800154827508477,Water Heater
137.2906675719769,231,0.5884902449119711,Ceiling Fan
10.884408228049988,228,0.047430576941521425,LED Bulb
3002.379789176752,231,13.066266260981722,Water Heater
0.3621131840945375,231,0.0015876549882259071,Idle
84.71661039226676,229,0.3736565560690983,Ceiling Fan
1.3539063065472317,230,0.005974380044739658,Walkie Talkie
2753.233083987538,229,12.162978619007678,Water Heater
1686.8471942760918,232,7.184112273559076,Water Heater
616.3331487379005,232,2.6279398347917398,Computer
49.91188166646123,230,0.21672389314745677,Incandescent Bulb
198.84049064837623,231,0.8615172057474287,TV
33.13649138429311,230,0.14386488281193396,Incandescent Bulb
1758.2896688074284,228,7.808108390744413,Water Heater
0.4580672257086127,228,0.002008582541925474,Idle
3.1577065625639382,230,0.013573076859406397,Walkie Talkie
42.67278967230245,231,0.1871256873893689,Incandescent Bulb
812.3817413376034,230,3.5545819300379695,Microwave
28.147970804032557,231,0.12165152393027698,Incandescent Bulb
431.8135448473663,230,1.9052615352904592,Computer
1.281993702876569,231,0.005482579253083328,Walkie Talkie
2.0270888150584505,230,0.008794844471406302,Walkie Talkie
10.779005505179253,230,0.04616865822123486,LED Bulb
2.7737424451485344,232,0.012036468191108948,Walkie Talkie
2669.7827458485776,229,11.611554445544543,Water Heater
29.911951770481974,230,0.12917183157680637,Incandescent Bulb
551.8321650049298,228,2.442338247699842,Computer
392.942311781393,231,1.7144522857618245,Computer
2522.070200295331,229,11.089719786982558,Water Heater
79.5318156137316,229,0.348228107061433,Ceiling Fan
1655.8042196515914,230,7.192037760411496,Water Heater
1000.7550749847302,230,4.401105617649347,Microwave
1566.8808537291327,229,6.819087431456126,Water Heater
3.7025198078912527,229,0.016286835088674415,Walkie Talkie
44.823339593475325,230,0.1974696433886913,Walkie Talkie
483.3338328955786,230,2.070244452039806,Computer
80.82832111311768,231,0.3476046109378363,Ceiling Fan
98.62385787008243,231,0.4269005546319228,Ceiling Fan
90.2892875062888,229,3.948756786946483,LED Bulb
1.28194946593901,229,0.005656388470324423,Walkie Talkie
18.14571345107342,229,0.0802018992458223,LED Bulb
183.59532733879104,230,0.7899022726164323,TV
112.11783514393773,231,0.4906331946204912,Water Heater
2014.8181999910016,231,8.675957170226555,Water Heater
9.00625222954653,229,0.039198758378106546,LED Bulb
9.364268920494775,232,0.04074168215860542,LED Bulb
177.1699973509362,232,0.7708806398588549,Water Heater
2310.2771004297206,230,9.930767583725633,Water Heater
565.9527976270875,229,2.476609695213418,Computer
15.13461061644058,230,0.06545299864031895,LED Bulb
1077.4086633812954,230,4.72466307788762,Microwave
1.2462760787391731,230,0.005426553774233463,Walkie Talkie
1595.0028757475534,231,7.000395044086835,Water Heater
11.583087676290209,229,0.05024467779974909,LED Bulb
0.8952112661202681,229,0.003958772276523491,Idle
2.435704978673631,231,0.010585748852145402,Walkie Talkie
617.4968721762173,231,2.666938917803111,Computer
